date,item_id,store_id,sales,sell_price
2025-03-12,ITEM_1032,STORE_01,243,11.72
2025-03-13,ITEM_1032,STORE_01,226,10.62
2025-03-14,ITEM_1032,STORE_01,250,12.8
2025-03-15,ITEM_1032,STORE_01,389,12.02
2025-03-16,ITEM_1032,STORE_01,362,11.64
2025-03-17,ITEM_1032,STORE_01,232,10.87
2025-03-18,ITEM_1032,STORE_01,204,11.83
2025-03-19,ITEM_1032,STORE_01,246,12.75
2025-03-20,ITEM_1032,STORE_01,176,12.41
2025-03-21,ITEM_1032,STORE_01,235,11.66
2025-03-22,ITEM_1032,STORE_01,346,11.15
2025-03-23,ITEM_1032,STORE_01,363,12.81
2025-03-24,ITEM_1032,STORE_01,228,11.49
2025-03-25,ITEM_1032,STORE_01,241,11.15
2025-03-26,ITEM_1032,STORE_01,219,11.11
2025-03-27,ITEM_1032,STORE_01,237,12.79
2025-03-28,ITEM_1032,STORE_01,229,12.73
2025-03-29,ITEM_1032,STORE_01,406,10.95
2025-03-30,ITEM_1032,STORE_01,405,12.47
2025-03-31,ITEM_1032,STORE_01,239,11.45
2025-04-01,ITEM_1032,STORE_01,180,12.05
2025-04-02,ITEM_1032,STORE_01,234,12.56
2025-04-03,ITEM_1032,STORE_01,203,12.9
2025-04-04,ITEM_1032,STORE_01,188,11.59
2025-04-05,ITEM_1032,STORE_01,338,11.6
2025-04-06,ITEM_1032,STORE_01,362,11.37
2025-04-07,ITEM_1032,STORE_01,220,12.68
2025-04-08,ITEM_1032,STORE_01,218,12.82
2025-04-09,ITEM_1032,STORE_01,190,11.37
2025-04-10,ITEM_1032,STORE_01,211,12.89
2025-04-11,ITEM_1032,STORE_01,251,12.64
2025-04-12,ITEM_1032,STORE_01,386,12.03
2025-04-13,ITEM_1032,STORE_01,389,10.52
2025-04-14,ITEM_1032,STORE_01,227,10.5
2025-04-15,ITEM_1032,STORE_01,199,12.84
2025-04-16,ITEM_1032,STORE_01,259,11.64
2025-04-17,ITEM_1032,STORE_01,261,12.37
2025-04-18,ITEM_1032,STORE_01,233,10.61
2025-04-19,ITEM_1032,STORE_01,379,11.03
2025-04-20,ITEM_1032,STORE_01,403,11.4
2025-04-21,ITEM_1032,STORE_01,249,11.96
2025-04-22,ITEM_1032,STORE_01,204,11.99
2025-04-23,ITEM_1032,STORE_01,216,11.22
2025-04-24,ITEM_1032,STORE_01,251,11.63
2025-04-25,ITEM_1032,STORE_01,239,11.41
2025-04-26,ITEM_1032,STORE_01,387,12.43
2025-04-27,ITEM_1032,STORE_01,355,12.62
2025-04-28,ITEM_1032,STORE_01,246,12.8
2025-04-29,ITEM_1032,STORE_01,237,11.67
2025-04-30,ITEM_1032,STORE_01,269,12.25
2025-05-01,ITEM_1032,STORE_01,270,10.83
2025-05-02,ITEM_1032,STORE_01,210,11.75
2025-05-03,ITEM_1032,STORE_01,378,11.19
2025-05-04,ITEM_1032,STORE_01,407,12.46
2025-05-05,ITEM_1032,STORE_01,203,12.91
2025-05-06,ITEM_1032,STORE_01,262,11.7
2025-05-07,ITEM_1032,STORE_01,264,10.97
2025-05-08,ITEM_1032,STORE_01,238,12.01
2025-05-09,ITEM_1032,STORE_01,246,12.44
2025-05-10,ITEM_1032,STORE_01,399,12.9
2025-05-11,ITEM_1032,STORE_01,386,12.68
2025-05-12,ITEM_1032,STORE_01,250,11.05
2025-05-13,ITEM_1032,STORE_01,269,11.34
2025-05-14,ITEM_1032,STORE_01,210,12.96
2025-05-15,ITEM_1032,STORE_01,254,11.13
2025-05-16,ITEM_1032,STORE_01,220,12.98
2025-05-17,ITEM_1032,STORE_01,383,11.94
2025-05-18,ITEM_1032,STORE_01,419,12.95
2025-05-19,ITEM_1032,STORE_01,262,11.04
2025-05-20,ITEM_1032,STORE_01,242,12.02
2025-05-21,ITEM_1032,STORE_01,268,12.75
2025-05-22,ITEM_1032,STORE_01,273,11.81
2025-05-23,ITEM_1032,STORE_01,276,10.91
2025-05-24,ITEM_1032,STORE_01,405,12.08
2025-05-25,ITEM_1032,STORE_01,365,11.39
2025-05-26,ITEM_1032,STORE_01,216,12.09
2025-05-27,ITEM_1032,STORE_01,278,11.97
2025-05-28,ITEM_1032,STORE_01,268,12.26
2025-05-29,ITEM_1032,STORE_01,226,12.54
2025-05-30,ITEM_1032,STORE_01,265,12.38
2025-05-31,ITEM_1032,STORE_01,413,10.84
2025-06-01,ITEM_1032,STORE_01,362,12.45
2025-06-02,ITEM_1032,STORE_01,221,12.46
2025-06-03,ITEM_1032,STORE_01,214,11.67
2025-06-04,ITEM_1032,STORE_01,256,12.43
2025-06-05,ITEM_1032,STORE_01,235,12.19
2025-06-06,ITEM_1032,STORE_01,216,10.77
2025-06-07,ITEM_1032,STORE_01,420,11.27
2025-06-08,ITEM_1032,STORE_01,426,12.68
2025-06-09,ITEM_1032,STORE_01,259,10.89
2025-06-10,ITEM_1032,STORE_01,228,12.08
2025-06-11,ITEM_1032,STORE_01,231,12.83
2025-06-12,ITEM_1032,STORE_01,262,12.56
2025-06-13,ITEM_1032,STORE_01,242,10.79
2025-06-14,ITEM_1032,STORE_01,391,10.91
2025-06-15,ITEM_1032,STORE_01,426,11.3
2025-06-16,ITEM_1032,STORE_01,281,10.74
2025-06-17,ITEM_1032,STORE_01,243,12.75
2025-06-18,ITEM_1032,STORE_01,268,12.49
2025-06-19,ITEM_1032,STORE_01,276,10.98
2025-06-20,ITEM_1032,STORE_01,232,10.53
2025-06-21,ITEM_1032,STORE_01,424,10.88
2025-06-22,ITEM_1032,STORE_01,416,12.3
