date,item_id,store_id,sales,sell_price
2025-12-12,ITEM_1032,STORE_01,223,10.52
2025-12-13,ITEM_1032,STORE_01,398,11.82
2025-12-14,ITEM_1032,STORE_01,356,12.54
2025-12-15,ITEM_1032,STORE_01,209,11.01
2025-12-16,ITEM_1032,STORE_01,205,12.88
2025-12-17,ITEM_1032,STORE_01,182,10.98
2025-12-18,ITEM_1032,STORE_01,176,11.04
2025-12-19,ITEM_1032,STORE_01,236,11.0
2025-12-20,ITEM_1032,STORE_01,336,10.63
2025-12-21,ITEM_1032,STORE_01,384,11.58
2025-12-22,ITEM_1032,STORE_01,181,12.71
2025-12-23,ITEM_1032,STORE_01,222,12.56
2025-12-24,ITEM_1032,STORE_01,243,12.96
2025-12-25,ITEM_1032,STORE_01,184,12.02
2025-12-26,ITEM_1032,STORE_01,232,11.52
2025-12-27,ITEM_1032,STORE_01,407,12.36
2025-12-28,ITEM_1032,STORE_01,389,11.99
2025-12-29,ITEM_1032,STORE_01,224,11.78
2025-12-30,ITEM_1032,STORE_01,233,12.13
2025-12-31,ITEM_1032,STORE_01,249,11.11
2026-01-01,ITEM_1032,STORE_01,239,10.91
2026-01-02,ITEM_1032,STORE_01,215,12.73
2026-01-03,ITEM_1032,STORE_01,358,12.78
2026-01-04,ITEM_1032,STORE_01,339,12.42
2026-01-05,ITEM_1032,STORE_01,240,12.34
2026-01-06,ITEM_1032,STORE_01,248,10.57
2026-01-07,ITEM_1032,STORE_01,194,10.72
2026-01-08,ITEM_1032,STORE_01,237,12.5
2026-01-09,ITEM_1032,STORE_01,195,12.15
2026-01-10,ITEM_1032,STORE_01,340,12.75
2026-01-11,ITEM_1032,STORE_01,410,12.42
2026-01-12,ITEM_1032,STORE_01,261,12.69
2026-01-13,ITEM_1032,STORE_01,233,12.95
2026-01-14,ITEM_1032,STORE_01,266,10.52
2026-01-15,ITEM_1032,STORE_01,197,12.93
2026-01-16,ITEM_1032,STORE_01,194,12.04
2026-01-17,ITEM_1032,STORE_01,387,12.37
2026-01-18,ITEM_1032,STORE_01,406,11.42
2026-01-19,ITEM_1032,STORE_01,258,10.8
2026-01-20,ITEM_1032,STORE_01,268,11.35
2026-01-21,ITEM_1032,STORE_01,260,11.85
2026-01-22,ITEM_1032,STORE_01,232,11.41
2026-01-23,ITEM_1032,STORE_01,271,11.68
2026-01-24,ITEM_1032,STORE_01,345,10.76
2026-01-25,ITEM_1032,STORE_01,394,12.09
2026-01-26,ITEM_1032,STORE_01,248,11.04
2026-01-27,ITEM_1032,STORE_01,208,11.46
2026-01-28,ITEM_1032,STORE_01,201,12.24
2026-01-29,ITEM_1032,STORE_01,252,11.74
2026-01-30,ITEM_1032,STORE_01,208,12.84
2026-01-31,ITEM_1032,STORE_01,362,11.72
2026-02-01,ITEM_1032,STORE_01,388,12.18
2026-02-02,ITEM_1032,STORE_01,206,11.13
2026-02-03,ITEM_1032,STORE_01,237,11.92
2026-02-04,ITEM_1032,STORE_01,248,12.82
2026-02-05,ITEM_1032,STORE_01,213,12.18
2026-02-06,ITEM_1032,STORE_01,228,11.5
2026-02-07,ITEM_1032,STORE_01,394,11.5
2026-02-08,ITEM_1032,STORE_01,385,11.32
2026-02-09,ITEM_1032,STORE_01,259,10.73
2026-02-10,ITEM_1032,STORE_01,230,11.32
2026-02-11,ITEM_1032,STORE_01,217,12.15
2026-02-12,ITEM_1032,STORE_01,281,11.19
2026-02-13,ITEM_1032,STORE_01,209,11.5
2026-02-14,ITEM_1032,STORE_01,357,10.67
2026-02-15,ITEM_1032,STORE_01,407,12.3
2026-02-16,ITEM_1032,STORE_01,269,12.34
2026-02-17,ITEM_1032,STORE_01,280,10.69
2026-02-18,ITEM_1032,STORE_01,214,12.04
2026-02-19,ITEM_1032,STORE_01,241,11.92
2026-02-20,ITEM_1032,STORE_01,264,12.51
2026-02-21,ITEM_1032,STORE_01,420,12.36
2026-02-22,ITEM_1032,STORE_01,436,11.29
2026-02-23,ITEM_1032,STORE_01,238,12.17
2026-02-24,ITEM_1032,STORE_01,287,11.13
2026-02-25,ITEM_1032,STORE_01,253,12.87
2026-02-26,ITEM_1032,STORE_01,216,11.98
2026-02-27,ITEM_1032,STORE_01,282,11.9
2026-02-28,ITEM_1032,STORE_01,422,10.94
2026-03-01,ITEM_1032,STORE_01,392,10.5
2026-03-02,ITEM_1032,STORE_01,261,11.04
2026-03-03,ITEM_1032,STORE_01,256,11.79
2026-03-04,ITEM_1032,STORE_01,267,11.26
2026-03-05,ITEM_1032,STORE_01,230,12.92
2026-03-06,ITEM_1032,STORE_01,247,12.41
2026-03-07,ITEM_1032,STORE_01,386,11.25
2026-03-08,ITEM_1032,STORE_01,432,12.42
2026-03-09,ITEM_1032,STORE_01,214,10.58
2026-03-10,ITEM_1032,STORE_01,227,12.85
2026-03-11,ITEM_1032,STORE_01,245,11.83
